descriptor	min_depth	max_depth	n_tree_locations
Orphan Drug Production	5	5	1
Orphan Nuclear Receptors	4	4	3
Orphanages	3	3	1
Orphenadrine	4	7	2
ortho-Aminobenzoates	6	8	2
Orthobunyavirus	5	5	1
Orthodontic Anchorage Procedures	3	3	1
Orthodontic Appliance Design	3	3	3
Orthodontic Appliances	3	3	1
Orthodontic Appliances, Fixed	4	4	1
Orthodontic Appliances, Functional	4	4	1
Orthodontic Appliances, Removable	4	4	1
Orthodontic Brackets	5	5	1
Orthodontic Extrusion	4	4	1
Orthodontic Friction	4	4	1
Orthodontic Retainers	4	4	1
Orthodontic Space Closure	4	4	1
Orthodontic Wires	4	4	1
Orthodontics	2	4	2
Orthodontics, Corrective	3	3	1
Orthodontics, Interceptive	3	3	1
Orthodontics, Preventive	3	3	1
Orthodontists	5	6	2
Orthognathic Surgery	3	5	3
Orthognathic Surgical Procedures	3	4	3
Orthohantavirus	5	5	1
Orthohepadnavirus	4	4	2
Orthokeratologic Procedures	2	2	1
Orthomolecular Therapy	3	3	2
Orthomyxoviridae	4	4	1
Orthomyxoviridae Infections	4	4	1
Orthopedic Equipment	3	3	1
Orthopedic Fixation Devices	4	4	2
Orthopedic Nursing	4	4	2
Orthopedic Procedures	2	2	2
Orthopedic Surgeons	5	6	2
Orthopedics	4	4	1
Orthopoxvirus	5	5	1
Orthopsychiatry	4	4	1
Orthoptera	6	6	1
Orthoptics	2	2	2
Orthoreovirus	5	5	1
Orthoreovirus, Avian	6	6	1
Orthoreovirus, Mammalian	6	6	1
Orthorexia Nervosa	3	3	1
Orthosiphon	9	9	1
Orthostatic Intolerance	4	4	2
Orthotic Devices	4	4	1
Orycteropodidae	8	8	1
Oryza	8	8	1
Oryzias	8	8	1
Oscillatoria	3	5	2
Oscillometry	2	2	1
Oseltamivir	4	8	2
Osmeriformes	6	6	1
Osmium	4	4	3
Osmium Compounds	2	2	1
Osmium Tetroxide	3	4	2
Osmolar Concentration	2	2	1
Osmometry	3	3	1
Osmoregulation	2	3	4
Osmosis	2	4	4
Osmotic Fragility	3	5	3
Osmotic Pressure	3	4	3
Osseointegration	5	5	2
Ossicular Prosthesis	3	3	1
Ossicular Replacement	3	4	2
Ossification of Posterior Longitudinal Ligament	4	4	2
Ossification, Heterotopic	3	3	1
Osteitis	3	3	1
Osteitis Deformans	3	3	1
Osteitis Fibrosa Cystica	4	4	1
Osteoarthritis	3	4	2
Osteoarthritis, Hip	4	5	2
Osteoarthritis, Knee	4	5	2
Osteoarthritis, Spine	4	6	4
Osteoarthropathy, Primary Hypertrophic	3	3	3
Osteoarthropathy, Secondary Hypertrophic	3	3	2
Osteoblastoma	6	6	1
Osteoblasts	3	3	1
Osteocalcin	5	5	1
Osteochondritis	3	4	3
Osteochondritis Dissecans	4	4	1
Osteochondrodysplasias	3	4	2
Osteochondroma	5	6	2
Osteochondromatosis	6	7	2
Osteochondrosis	3	3	1
Osteoclasts	4	4	2
Osteocytes	4	4	1
Osteogenesis	6	9	2
Osteogenesis Imperfecta	3	5	3
Osteogenesis, Distraction	4	4	1
Osteology	4	4	1
Osteolysis	4	5	2
Osteolysis, Essential	4	5	2
Osteoma	6	6	1
Osteoma, Osteoid	7	7	1
Osteomalacia	5	8	4
Osteomyelitis	3	4	2
Osteonecrosis	3	4	2
Osteonectin	4	5	3
Osteopathic Medicine	3	3	1
Osteopathic Physicians	4	5	2
Osteopetrosis	6	6	1
Osteophyte	5	5	1
Osteopoikilosis	3	6	2
Osteopontin	4	5	6
Osteoporosis	4	4	2
Osteoporosis, Postmenopausal	5	5	2
Osteoporotic Fractures	3	3	1
Osteoprotegerin	9	9	1
Osteoradionecrosis	3	5	2
Osteosarcoma	5	6	2
Osteosarcoma, Juxtacortical	6	7	2
Osteosclerosis	5	5	1
Osteotomy	3	3	1
Osteotomy, Le Fort	3	4	3
Osteotomy, Sagittal Split Ramus	3	4	3
Ostertagia	9	9	1
Ostertagiasis	8	8	1
Ostomy	2	2	1
Ostracism	5	5	2
Ostrea	7	7	1
Ostreidae	6	6	1
Otitis	3	3	1
Otitis Externa	4	4	1
Otitis Media	4	4	1
Otitis Media with Effusion	5	5	1
Otitis Media, Suppurative	3	5	2
Otoacoustic Emissions, Spontaneous	4	5	2
Otolaryngologists	4	5	2
Otolaryngology	4	4	1
Otolithic Membrane	6	7	2
Otologic Surgical Procedures	3	3	1
Otomycosis	3	4	2
Otorhinolaryngologic Diseases	1	1	1
Otorhinolaryngologic Neoplasms	2	4	2
Otorhinolaryngologic Surgical Procedures	2	2	1
Otosclerosis	3	3	1
Otoscopes	3	3	1
Otoscopy	4	4	1
Ototoxicity	3	5	5
Otters	10	10	1
Ottoman Empire	3	3	1
Otx Transcription Factors	4	5	2
Ouabain	5	8	2
Out-of-Hospital Cardiac Arrest	4	4	1
Outcome and Process Assessment, Health Care	3	4	2
Outcome Assessment, Health Care	4	5	3
Outcome Expectations	2	2	1
Outliers, DRG	8	8	1
Outline	2	2	1
Outpatient Clinics, Hospital	4	6	3
Outpatients	3	3	1
Outsourced Services	5	5	1
Oval Window, Ear	4	5	2
Ovalbumin	4	6	5
Ovarian Cysts	3	7	4
Ovarian Diseases	3	6	3
Ovarian Follicle	5	6	2
Ovarian Function Tests	4	4	2
Ovarian Hyperstimulation Syndrome	4	7	3
Ovarian Neoplasms	3	7	7
Ovarian Reserve	3	4	2
Ovarian Torsion	4	7	4
Ovariectomy	4	4	3
Ovary	4	5	3
Overall	2	3	2
Overbite	5	5	1
Overdiagnosis	2	3	3
Overlapping Surgery	2	2	1
Overlearning	4	4	1
Overnutrition	3	3	1
Overtraining Syndrome	4	4	1
Overtreatment	5	6	2
Overweight	4	7	5
Oviducts	2	2	1
Oviparity	3	3	1
Oviposition	4	4	1
Ovomucin	4	6	4
Ovotesticular Disorders of Sex Development	4	6	5
Ovoviviparity	3	3	1
Ovulation	4	4	1
Ovulation Detection	3	5	3
Ovulation Induction	4	4	2
Ovulation Inhibition	4	5	2
Ovulation Prediction	3	5	3
Ovule	6	6	1
Ovum	2	4	3
Ovum Transport	3	5	2
Ownership	3	5	2
OX40 Ligand	4	6	7
Oxacillin	5	6	3
Oxadiazoles	5	5	1
Oxalates	5	5	1
Oxalic Acid	6	6	1
Oxalidaceae	7	7	1
Oxaliplatin	3	3	1
Oxaloacetates	4	6	2
Oxaloacetic Acid	5	7	2
Oxalobacter formigenes	5	6	2
Oxalobacteraceae	5	5	2
Oxamic Acid	3	5	2
Oxamniquine	6	6	2
Oxandrolone	6	6	1
Oxaprozin	5	5	2
Oxathiins	3	3	1
Oxazepam	7	7	1
Oxazepines	4	4	1
Oxazines	3	3	1
Oxazocines	4	4	1
Oxazoles	4	4	1
Oxazolidinones	5	5	1
Oxazolone	5	5	1
Oxcarbazepine	6	6	1
Oxepins	3	4	2
Oxidants	3	4	2
Oxidants, Photochemical	4	5	2
Oxidation-Reduction	2	3	2
Oxidative Coupling	3	3	2
Oxidative Phosphorylation	3	4	3
Oxidative Phosphorylation Coupling Factors	3	3	1
Oxidative Stress	2	3	2
Oxides	3	5	2
Oxidopamine	6	11	2
Oxidoreductases	3	3	1
Oxidoreductases Acting on Aldehyde or Oxo Group Donors	4	4	1
Oxidoreductases Acting on CH-CH Group Donors	4	4	1
Oxidoreductases Acting on CH-NH Group Donors	4	4	1
Oxidoreductases Acting on CH-NH2 Group Donors	4	4	1
Oxidoreductases Acting on Sulfur Group Donors	4	4	1
Oxidoreductases, N-Demethylating	5	5	1
Oxidoreductases, O-Demethylating	4	4	1
Oximes	4	4	1
Oximetry	5	7	4
Oxindoles	4	7	3
Oxo-Acid-Lyases	5	5	1
Oxocins	3	4	2
Oxolinic Acid	7	7	1
Oxonic Acid	4	4	1
Oxotremorine	5	5	1
Oxprenolol	6	6	3
Oxyclozanide	5	6	3
Oxycodone	6	7	4
Oxyfedrine	4	6	5
Oxygen	3	4	2
Oxygen Compounds	2	2	1
Oxygen Consumption	2	2	1
Oxygen Inhalation Therapy	3	3	1
Oxygen Isotopes	3	5	3
Oxygen Radical Absorbance Capacity	2	2	1
Oxygen Radioisotopes	4	6	4
Oxygen Saturation	2	2	1
Oxygenases	4	4	1
Oxygenators	2	2	1
Oxygenators, Membrane	3	3	1
Oxyhemoglobins	5	6	2
Oxylipins	4	4	1
Oxymetazoline	5	5	1
Oxymetholone	6	6	1
Oxymonadida	2	2	1
Oxymorphone	5	6	4
Oxyntomodulin	5	5	1
Oxyphenbutazone	7	7	1
Oxyphenisatin Acetate	5	5	1
Oxyphenonium	4	4	2
Oxyphil Cells	2	2	1
Oxypurinol	4	5	2
Oxyquinoline	6	6	1
Oxysterol Binding Proteins	5	5	1
Oxysterols	5	7	3
Oxytetracycline	5	8	2
Oxythiamine	4	5	2
Oxytocics	5	5	2
Oxytocin	6	6	2
Oxytricha	7	7	1
Oxytropis	8	8	1
Oxyuriasis	7	7	1
Oxyurida	7	7	1
Oxyurida Infections	6	6	1
Oxyuroidea	8	8	1
Ozone	4	4	1
Ozone Depletion	3	6	2
P Blood-Group System	5	5	2
p-Aminoazobenzene	3	4	2
p-Aminohippuric Acid	6	9	6
p-Azobenzenearsonate	3	5	3
p-Chloroamphetamine	6	6	1
p-Chloromercuribenzoic Acid	7	9	5
p-Dimethylaminoazobenzene	4	4	1
p-Fluorophenylalanine	6	6	1
p-Hydroxyamphetamine	6	6	1
p-Hydroxynorephedrine	6	6	3
p-Methoxy-N-methylphenethylamine	5	5	1
P-Selectin	5	7	8
P-type ATPases	5	6	3
p120 GTPase Activating Protein	7	7	2
p21-Activated Kinases	5	8	2
p300-CBP Transcription Factors	4	8	2
p300-CBP-Associated Factor	5	9	2
p38 Mitogen-Activated Protein Kinases	6	9	2
Pacemaker, Artificial	4	4	1
Pachyonychia Congenita	4	5	6
Pachyrhizus	8	8	1
Pachysandra	8	8	1
Pachytene Stage	6	7	4
Pacific Island People	5	5	1
Pacific Islands	3	4	3
Pacific Ocean	3	3	1
Pacific States	5	5	1
Pacifiers	3	3	1
Pacinian Corpuscles	5	6	3
Paclitaxel	6	8	2
Pactamycin	5	8	4
Paecilomyces	4	4	1
Paenibacillus	4	5	5
Paenibacillus larvae	5	6	5
Paenibacillus polymyxa	3	6	6
Paeonia	7	7	1
Paget Disease, Extramammary	5	6	2
Paget's Disease, Mammary	6	7	2
Pagetoid Reticulosis	8	9	3
Pain	4	4	3
Pain Clinics	5	7	3
Pain Insensitivity, Congenital	3	4	2
Pain Management	2	4	2
Pain Measurement	5	5	1
Pain Perception	4	4	1
Pain Threshold	5	5	3
Paint	3	3	1
Paintings	3	3	1
Pair Bond	6	6	1
Paired Box Transcription Factors	4	4	2
Paired-Associate Learning	5	5	1
Pakistan	5	5	1
Palaemonidae	7	7	1
Palaeognathae	6	6	1
Palaeoptera	7	7	1
Palaquium	9	9	1
Palatal Expansion Technique	4	4	1
Palatal Muscles	4	4	2
Palatal Neoplasms	4	6	6
Palatal Obturators	4	4	2
Palate	3	3	2
Palate, Hard	4	7	3
Palate, Soft	4	4	1
Palatine Tonsil	3	5	4
Palau	5	5	2
Paleodontology	5	5	1
Paleography	6	6	1
Paleontology	3	4	2
Paleopathology	5	5	1
Palinuridae	7	7	1
Paliperidone Palmitate	4	5	2
Palivizumab	9	9	3
Palladium	4	4	3
Palliative Care	3	4	2
Palliative Medicine	3	3	1
Pallidotomy	3	3	1
Pallister-Hall Syndrome	3	8	8
Pallor	4	4	1
Palm Oil	4	5	3
Palmar Plate	4	6	4
Palmitates	4	4	1
Palmitic Acid	4	4	1
Palmitic Acids	3	3	1
Palmitoyl Coenzyme A	5	9	5
Palmitoyl-CoA Hydrolase	6	6	1
Palmitoylcarnitine	6	6	1
Palonosetron	4	5	2
Palpation	4	4	1
Palyam Virus	6	6	1
Pamidronate	5	5	1
Pamphlets	5	5	1
Pan American Health Organization	6	6	1
Pan paniscus	11	11	1
Pan troglodytes	11	11	1
Panama	4	4	1
Panama Canal Zone	3	5	2
Panax	8	8	1
Panax notoginseng	9	9	1
Pancoast Syndrome	4	6	3
Pancreas	2	2	1
Pancreas Divisum	3	4	3
Pancreas Transplantation	3	4	2
Pancreas, Artificial	4	4	1
Pancreas, Exocrine	3	3	2
Pancreatectomy	3	3	1
Pancreatic alpha-Amylases	7	7	1
Pancreatic Cyst	3	3	2
Pancreatic Diseases	2	2	1
Pancreatic Ducts	3	3	1
Pancreatic Elastase	7	7	2
Pancreatic Extracts	3	3	1
Pancreatic Fistula	3	5	3
Pancreatic Function Tests	4	4	1
Pancreatic Hormones	4	4	2
Pancreatic Intraductal Neoplasms	4	5	6
Pancreatic Juice	3	3	1
Pancreatic Neoplasms	3	4	5
Pancreatic Polypeptide	4	5	4
Pancreatic Polypeptide-Secreting Cells	3	4	5
Pancreatic Pseudocyst	4	4	2
Pancreatic Stellate Cells	2	2	1
Pancreaticobiliary Maljunction	3	5	3
Pancreaticoduodenectomy	3	3	1
Pancreaticojejunostomy	3	3	2
Pancreatin	4	4	2
Pancreatitis	3	3	1
Pancreatitis, Acute Hemorrhagic	4	4	1
Pancreatitis, Acute Necrotizing	4	4	1
Pancreatitis, Alcoholic	4	5	2
Pancreatitis, Chronic	4	5	2
Pancreatitis, Graft	4	4	1
Pancreatitis-Associated Proteins	4	5	3
Pancrelipase	4	7	2
Pancuronium	6	6	1
Pancytopenia	4	4	1
Pandalidae	7	7	1
Pandanaceae	7	7	1
Pandemic Preparedness	5	5	2
Pandemics	5	5	1
Paneth Cells	3	5	3
Pangolins	7	7	1
Panic	4	4	1
Panic Disorder	3	3	1
Panicum	8	8	1
Panitumumab	9	9	3
Panniculitis	3	3	2
Panniculitis, Lupus Erythematosus	4	5	4
Panniculitis, Nodular Nonsuppurative	4	4	2
Panniculitis, Peritoneal	3	4	2
Pannus	3	5	2
Panobinostat	5	5	3
Panophthalmitis	5	6	7
Pansporablastina	6	6	1
Panstrongylus	10	10	1
Pantetheine	4	4	1
Panthera	10	10	1
Pantoea	5	5	2
Pantoprazole	5	6	3
Pantothenate Kinase-Associated Neurodegeneration	4	5	5
Pantothenic Acid	3	5	2
Panuveitis	4	4	1
Papain	7	7	2
Papanicolaou Test	3	7	6
Papaver	9	9	1
Papaveraceae	8	8	1
Papaverine	4	6	3
Paper	3	3	1
Papillary Muscles	4	4	3
Papilledema	3	4	2
Papilloma	5	5	1
Papilloma, Choroid Plexus	7	8	3
Papilloma, Intraductal	5	5	1
Papilloma, Inverted	6	6	1
Papillomaviridae	4	4	2
Papillomavirus E7 Proteins	6	6	1
Papillomavirus Infections	4	7	7
Papillomavirus Vaccines	5	5	1
Papillon-Lefevre Disease	5	5	3
Papio	12	12	1
Papio anubis	13	13	1
Papio cynocephalus	13	13	1
Papio hamadryas	13	13	1
Papio papio	13	13	1
Papio ursinus	13	13	1
Papua New Guinea	5	5	2
para-Aminobenzoates	6	8	2
Para-Aortic Bodies	3	3	1
Para-Athletes	3	3	2
Parabasalidea	2	2	1
Parabens	5	8	4
Parabiosis	2	2	1
Parabrachial Nucleus	9	9	1
Paracentesis	3	5	6
Paracentrotus	6	6	1
Paraclostridium bifermentans	3	5	4
Paraclostridium sordellii	3	5	4
Paracoccidioides	4	4	1
Paracoccidioidomycosis	4	4	1
Paracoccus	5	5	2
Paracoccus denitrificans	6	6	2
Paracoccus pantotrophus	6	6	2
Paracrine Communication	3	3	1
Paraduodenal Hernia	5	5	1
Paraffin	3	3	1
Paraffin Embedding	7	8	4
Paraganglia, Chromaffin	3	3	1
Paraganglia, Nonchromaffin	5	6	3
Paraganglioma	6	6	2
Paraganglioma, Extra-Adrenal	7	7	2
Paragonimiasis	5	5	1
Paragonimus	8	8	1
Paragonimus westermani	9	9	1
Paraguay	4	4	1
Parahippocampal Gyrus	6	9	2
Parainfluenza Vaccines	5	5	1
Parainfluenza Virus 1, Human	8	8	1
Parainfluenza Virus 2, Human	8	8	1
Parainfluenza Virus 3, Bovine	8	8	1
Parainfluenza Virus 3, Human	8	8	1
Parainfluenza Virus 4, Human	8	8	1
Parainfluenza Virus 5	8	8	1
Parakeets	8	8	1
Parakeratosis	4	4	1
Paraldehyde	4	4	1
Parallel Algorithms	3	4	2
Paralyses, Familial Periodic	3	5	4
Paralysis	3	4	2
Paralysis, Hyperkalemic Periodic	4	6	4
Paralysis, Obstetric	3	4	2
Paramecium	7	7	1
Paramecium aurelia	8	8	1
Paramecium caudatum	8	8	1
Paramecium tetraurelia	8	8	1
Paramedicine	3	3	1
Paramedics	4	5	3
Paramethasone	5	7	2
Parametritis	6	7	2
Paramphistomatidae	7	7	1
Paramyxoviridae	5	5	1
Paramyxoviridae Infections	5	5	1
Paramyxovirinae	6	6	1
Paranasal Sinus Diseases	3	3	2
Paranasal Sinus Neoplasms	4	6	7
Paranasal Sinuses	3	3	1
Paraneoplastic Cerebellar Degeneration	4	5	4
Paraneoplastic Endocrine Syndromes	3	4	3
Paraneoplastic Polyneuropathy	4	5	4
Paraneoplastic Syndromes	2	2	1
Paraneoplastic Syndromes, Nervous System	3	4	3
Paraneoplastic Syndromes, Ocular	3	4	3
Paranoid Behavior	4	4	1
Paranoid Disorders	3	3	1
Paranoid Personality Disorder	3	3	1
Paraoxon	4	4	1
Paraparesis	4	5	2
Paraparesis, Spastic	5	6	2
Paraparesis, Tropical Spastic	4	7	5
Parapharyngeal Space	3	6	3
Paraphilic Disorders	2	2	1
Paraphimosis	6	6	2
Paraplegia	4	5	2
Parapoxvirus	5	5	1
Paraproteinemias	3	4	2
Paraproteins	6	6	3
Parapsoriasis	4	4	1
Parapsychology	2	4	3
Paraptosis	4	4	1
Paraquat	5	5	1
Parasite Egg Count	4	5	2
Parasite Encystment	5	5	1
Parasite Load	3	4	2
Parasitemia	3	6	2
Parasites	4	4	1
Parasitic Diseases	2	2	1
Parasitic Diseases, Animal	2	3	2
Parasitic Sensitivity Tests	3	4	3
Parasitology	4	4	1
Parasomnias	3	3	2
Paraspeckles	8	8	1
Paraspinal Muscles	5	5	1
Parasympathectomy	5	5	1
Parasympathetic Fibers, Postganglionic	5	6	9
Parasympathetic Nervous System	4	4	1
Parasympatholytics	6	6	1
Parasympathomimetics	6	6	1
Parasystole	4	4	2
Parathion	5	5	3
Parathyroid Diseases	2	2	1
Parathyroid Glands	3	3	1
Parathyroid Hormone	4	4	2
Parathyroid Hormone-Related Protein	3	4	5
Parathyroid Neoplasms	3	4	4
Parathyroidectomy	3	3	1
Paratuberculosis	2	8	2
Paratyphoid Fever	7	7	1
Paraventricular Hypothalamic Nucleus	7	8	2
Parechovirus	6	6	1
Parenchymal Tissue	2	2	1
Parent-Child Relations	5	5	1
Parental Consent	6	7	2
Parental Death	4	4	2
Parental Leave	6	6	2
Parental Notification	7	7	1
Parenteral Nutrition	3	4	2
Parenteral Nutrition Solutions	4	5	3
Parenteral Nutrition, Home	4	5	3
Parenteral Nutrition, Home Total	5	6	5
Parenteral Nutrition, Total	4	5	2
Parenting	5	5	1
Parents	2	5	3
Paresis	3	4	2
Paresthesia	5	6	2
Pargyline	4	8	2
Parietal Bone	5	5	1
Parietal Cells, Gastric	3	6	3
Parietal Lobe	8	8	1
Parietaria	10	10	1
Paris	3	4	2
Parish Nursing	5	5	2
Parity	3	5	3
Parking Facilities	3	3	1
Parkinson Disease	4	6	3
Parkinson Disease Associated Proteins	3	3	1
Parkinson Disease, Postencephalitic	6	7	2
Parkinson Disease, Secondary	5	6	2
Parkinsonian Disorders	4	5	2
Parks, Recreational	3	3	1
Parmeliaceae	4	4	2
Paromomycin	4	4	1
Paronychia	3	4	3
Parotid Diseases	4	4	1
Parotid Gland	4	5	3
Parotid Neoplasms	5	6	4
Parotid Region	4	4	1
Parotitis	5	5	2
Parovarian Cyst	3	4	2
Paroxetine	4	4	1
Paroxysmal Hemicrania	7	7	1
Parrots	7	7	1
Pars Compacta	8	8	1
Pars Planitis	5	7	3
Pars Reticulata	8	8	1
Parthanatos	4	4	1
Parthenium hysterophorus	8	8	1
Parthenogenesis	2	5	2
Partial Pressure	4	4	1
